OBJECTID,AAC,District Number,DIST_NAME,State Code,Source,Fire Behaviour Index,Fire Danger,Forecast_Period,Start_Time,End_Time,Start_Time_UTC_str,End_Time_UTC_str
426,NSW_FW012,12,Northern Slopes,NSW,RFS,18,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
427,NSW_FW013,13,North Western,NSW,RFS,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
428,NSW_FW014,14,Upper Central West Plains,NSW,RFS,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
429,NSW_FW015,15,Lower Central West Plains,NSW,RFS,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
430,NSW_FW016,16,Southern Slopes,NSW,RFS,7,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
431,NSW_FW017,17,Eastern Riverina,NSW,RFS,8,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
432,NSW_FW018,18,Southern Riverina,NSW,RFS,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
433,NSW_FW019,19,Northern Riverina,NSW,RFS,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
434,NSW_FW020,20,South Western,NSW,RFS,8,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
435,NSW_FW021,21,Far Western,NSW,RFS,8,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
436,NT_FW001,1,Darwin and Adelaide River,NT,BOM,9,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
437,NT_FW002,2,Northern Fire Protection Area,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
438,NT_FW003,3,Daly South,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
439,NT_FW004,4,Tiwi,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
440,NT_FW005,5,Arnhem West,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
441,NT_FW006,6,Arnhem East,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
442,NT_FW007,7,Katherine Fire Protection Zone,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
443,NT_FW008,8,Carpentaria West,NT,BOM,6,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
444,NT_FW009,9,Carpentaria East,NT,BOM,7,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
445,NT_FW010,10,Gregory North West,NT,BOM,8,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
446,NT_FW011,11,Gregory South East,NT,BOM,8,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
447,NT_FW012,12,Barkly North,NT,BOM,16,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
448,NT_FW013,13,Barkly South,NT,BOM,17,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
449,NT_FW014,14,Alice Springs Fire Protection Zone,NT,BOM,14,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
450,NT_FW015,15,Simpson West,NT,BOM,16,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
451,NT_FW016,16,Simpson East,NT,BOM,19,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
452,NT_FW017,17,Lasseter West,NT,BOM,16,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
453,NT_FW018,18,Lasseter East,NT,BOM,17,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
454,NT_FW019,19,Tanami North,NT,BOM,0,No Rating,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
455,NT_FW020,20,Tanami South,NT,BOM,12,Moderate,4,5/8/2026 2:30:00 PM,5/9/2026 2:30:00 PM,2026-05-08T14:30:00Z,2026-05-09T14:30:00Z
456,QLD_FW001,1,Peninsula,QLD,BOM,6,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
457,QLD_FW002,2,Gulf Country,QLD,BOM,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
458,QLD_FW003,3,Northern Goldfields and Upper Flinders,QLD,BOM,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
459,QLD_FW004,4,North Tropical Coast and Tablelands,QLD,BOM,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
460,QLD_FW005,5,Herbert and Lower Burdekin,QLD,BOM,7,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
461,QLD_FW006,6,Central Coast and Whitsundays,QLD,BOM,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
462,QLD_FW007,7,Capricornia,QLD,BOM,10,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
463,QLD_FW008,8,Central Highlands and Coalfields,QLD,BOM,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
464,QLD_FW009,9,Central West,QLD,BOM,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
465,QLD_FW010,10,North West,QLD,BOM,18,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
466,QLD_FW011,11,Channel Country,QLD,BOM,21,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
467,QLD_FW012,12,Maranoa and Warrego,QLD,BOM,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
468,QLD_FW013,13,Darling Downs and Granite Belt,QLD,BOM,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
469,QLD_FW014,14,Wide Bay and Burnett,QLD,BOM,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
470,QLD_FW015,15,Southeast Coast,QLD,BOM,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
471,SA_FW001,1,Adelaide Metropolitan,SA,BOM,7,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
472,SA_FW002,2,Yorke Peninsula,SA,BOM,15,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
473,SA_FW003,3,Kangaroo Island,SA,BOM,13,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
474,SA_FW004,4,Upper South East,SA,BOM,10,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
475,SA_FW005,5,Lower South East,SA,BOM,15,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
476,SA_FW006,6,Riverland,SA,BOM,11,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
477,SA_FW007,7,Murraylands,SA,BOM,12,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
478,SA_FW008,8,Mid North,SA,BOM,9,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
479,SA_FW009,9,Flinders,SA,BOM,8,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
480,SA_FW010,10,West Coast,SA,BOM,13,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
481,SA_FW011,11,Eastern Eyre Peninsula,SA,BOM,11,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
482,SA_FW012,12,Lower Eyre Peninsula,SA,BOM,11,No Rating,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
483,SA_FW013,13,North West Pastoral,SA,BOM,13,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
484,SA_FW014,14,North East Pastoral,SA,BOM,20,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
485,SA_FW015,15,Mount Lofty Ranges,SA,BOM,16,Moderate,4,5/6/2026 2:30:00 PM,5/7/2026 2:30:00 PM,2026-05-06T14:30:00Z,2026-05-07T14:30:00Z
486,TAS_FW001,1,Furneaux Islands,TAS,BOM,15,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
487,TAS_FW002,2,North East,TAS,BOM,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
488,TAS_FW003,3,East Coast,TAS,BOM,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
489,TAS_FW004,4,Central North,TAS,BOM,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
490,TAS_FW005,5,Midlands,TAS,BOM,15,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
491,TAS_FW006,6,South East,TAS,BOM,16,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
492,TAS_FW007,7,Upper Derwent Valley,TAS,BOM,13,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
493,TAS_FW008,8,Central Plateau,TAS,BOM,14,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
494,TAS_FW009,9,Western,TAS,BOM,12,Moderate,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
495,TAS_FW010,10,North West Coast,TAS,BOM,9,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
496,TAS_FW011,11,King Island,TAS,BOM,6,No Rating,4,5/8/2026 2:00:00 PM,5/9/2026 2:00:00 PM,2026-05-08T14:00:00Z,2026-05-09T14:00:00Z
497,VIC_FW001,1,Mallee,VIC,BOM,18,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
498,VIC_FW002,2,Wimmera,VIC,BOM,19,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
499,VIC_FW003,3,Northern Country,VIC,BOM,15,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
500,VIC_FW004,4,North East,VIC,BOM,13,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
501,VIC_FW005,5,East Gippsland,VIC,BOM,13,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
502,VIC_FW006,6,West and South Gippsland,VIC,BOM,14,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
503,VIC_FW007,7,Central,VIC,BOM,16,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
504,VIC_FW008,8,North Central,VIC,BOM,14,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
505,VIC_FW009,9,South West,VIC,BOM,17,Moderate,4,5/6/2026 2:00:00 PM,5/7/2026 2:00:00 PM,2026-05-06T14:00:00Z,2026-05-07T14:00:00Z
506,WA_FW041,1,North Kimberley,WA,DFES,6,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
507,WA_FW042,2,Derby Coast,WA,DFES,6,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
508,WA_FW043,3,Broome Coast,WA,DFES,6,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
509,WA_FW044,6,Hedland,WA,DFES,28,High,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
510,WA_FW045,7,Burrup,WA,DFES,26,High,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
511,WA_FW046,9,Ashburton Coast,WA,DFES,18,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
512,WA_FW047,5,Central Pilbara,WA,DFES,22,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
513,WA_FW048,12,Gascoyne Coast,WA,DFES,24,High,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
514,WA_FW049,13,Gascoyne Inland,WA,DFES,21,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
515,WA_FW050,14,Yalgar,WA,DFES,20,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
516,WA_FW051,17,West Interior,WA,DFES,19,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
517,WA_FW052,18,Central Interior,WA,DFES,24,High,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
518,WA_FW053,21,Midwest Coast,WA,DFES,25,High,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
519,WA_FW054,22,Midwest Inland,WA,DFES,21,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
520,WA_FW055,23,Lesueur,WA,DFES,22,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
521,WA_FW056,24,Yarra Yarra,WA,DFES,18,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
522,WA_FW057,34,Mortlock,WA,DFES,18,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
523,WA_FW058,35,Karroun,WA,DFES,15,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
524,WA_FW059,37,Lockwood,WA,DFES,15,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
525,WA_FW060,15,North Goldfields,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
526,WA_FW061,16,South Goldfields,WA,DFES,5,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
527,WA_FW062,19,South Interior,WA,DFES,16,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
528,WA_FW063,25,Swan Coastal North,WA,DFES,15,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
529,WA_FW064,26,Swan Inland North,WA,DFES,19,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
530,WA_FW066,27,Swan Coastal South,WA,DFES,13,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
531,WA_FW067,28,Swan Inland South,WA,DFES,17,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
532,WA_FW068,31,Brockman,WA,DFES,16,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
533,WA_FW069,30,Capes,WA,DFES,20,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
534,WA_FW070,33,Southern Forests,WA,DFES,17,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
535,WA_FW071,32,Blackwood,WA,DFES,16,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
536,WA_FW072,38,Arthur,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
537,WA_FW073,42,Stirling West,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
538,WA_FW074,41,Stirling North,WA,DFES,15,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
539,WA_FW075,44,Fitzgerald Coast,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
540,WA_FW076,45,Fitzgerald Inland,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
541,WA_FW077,46,Esperance Coast,WA,DFES,13,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
542,WA_FW078,47,Esperance Inland,WA,DFES,12,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
543,WA_FW079,4,Kimberley Inland,WA,DFES,8,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
544,WA_FW080,8,Ashburton Inland,WA,DFES,21,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
545,WA_FW081,10,Exmouth Gulf Coast,WA,DFES,19,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
546,WA_FW082,20,Eucla,WA,DFES,6,No Rating,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
547,WA_FW083,11,North Interior,WA,DFES,21,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
548,WA_FW084,29,Geographe,WA,DFES,16,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
549,WA_FW085,43,Stirling Coast,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
550,WA_FW086,39,Roe,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
551,WA_FW087,40,Lakes,WA,DFES,14,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
552,WA_FW088,36,Avon,WA,DFES,16,Moderate,4,5/8/2026 4:00:00 PM,5/9/2026 4:00:00 PM,2026-05-08T16:00:00Z,2026-05-09T16:00:00Z
